Name,Time,Dir,Alt,Mag
FLOCK 3P-24,11:36:28,NNW,10°,6.1
FLOCK 2K-28,11:36:40,SW,10°,8.3
FLOCK 1C-4,11:36:47,S,10°,12.9
GCOM-W1 (SHIZUKU),11:37:05,E,10°,8.1
GCOM-W1 (SHIZUKU),11:37:05,E,10°,8.1
IRIDIUM 21,11:38:19,N,10°,7.5
OBJECT AH,11:38:51,NW,10°,6.2
OBJECT AG,11:39:01,NW,10°,6.2
FLOCK 2K-40,11:39:02,SW,10°,8.1
FLOCK 3P-73,11:39:07,NNW,10°,6.1
OBJECT AF,11:39:07,NW,10°,6.2
OBJECT AE,11:39:14,NW,10°,6.2
BUGSAT-1 (TITA),11:39:16,SE,10°,9.7
BUGSAT-1 (TITA),11:39:16,SE,10°,9.7
FLOCK 1C-1,11:39:20,S,10°,12.9
IRIDIUM 17,11:39:27,SSW,10°,11
OBJECT AD,11:39:28,NW,10°,6.2
FLOCK 2P-3,11:39:46,NNW,10°,6.1
3CAT-2,11:39:57,S,10°,12.9
FOX-1D (AO-92),11:40:07,NW,10°,6.3
FLOCK 3P-12,11:40:10,NNW,10°,6.1
OBJECT AB,11:40:47,NW,10°,6.3
COSMOS 2458 [GLONASS-M],11:40:49,NW,10°,12.1
OBJECT AA,11:41:10,NW,10°,6.3
FLOCK 3P-58,11:41:24,NNW,10°,6.1
AQUA,11:41:29,E,10°,7.8
AQUA,11:41:29,E,10°,7.8
FLOCK 2K-08,11:41:35,SW,10°,8
OBJECT Z,11:41:38,NW,10°,6.3
H-2A R/B,11:41:54,ESE,10°,7.4
H-2A R/B,11:41:54,ESE,10°,7.4
FLOCK 2K-43,11:42:03,SW,10°,8
OBJECT Y,11:42:22,NW,10°,6.3
LEMUR-2-ANDIS,11:42:24,SSW,10°,9.7
OBJECT X,11:42:30,NW,10°,6.3
PICSAT,11:42:33,NW,10°,6.3
FLOCK 3P-5,11:42:40,NNW,10°,6.1
DUMMY MASS 2,11:42:49,SSE,10°,14
OBJECT S,11:43:06,NW,10°,6.3
OBJECT V,11:43:08,NW,10°,6.3
CALIPSO,11:43:27,E,10°,9.2
CALIPSO,11:43:27,E,10°,9.2
GSAT0215 (GALILEO 19),11:43:29,S,10°,17.6
OBJECT R,11:43:40,NW,10°,6.4
FLOCK 3P-8,11:43:46,NW,10°,6.1
FLOCK 2K-05,11:43:55,WSW,10°,7.9
COSMOS 2425 [GLONASS-M],11:44:34,SSW,10°,16.8
LEMUR-2-ZACHARY,11:45:25,SW,10°,9.5
FLOCK 3P-9,11:45:26,NW,10°,6.2
SL-14 R/B,11:45:31,SW,10°,8.8
SL-14 R/B,11:45:31,SW,10°,8.8
FLOCK 3P-18,11:45:46,NW,10°,6.2
METOP-B,11:45:50,NNW,10°,6.3
METOP-B,11:45:50,NNW,10°,6.3
FLOCK 2K-07,11:46:09,WSW,10°,7.8
LEMUR-2-GREENBERG,11:46:27,SW,10°,9.5
FLOCK 3P-6,11:46:32,NW,10°,6.2
SL-8 R/B,11:46:36,N,10°,5.5
SL-8 R/B,11:46:36,N,10°,5.5
CANX-7,11:46:40,NNW,10°,6.5
CLOUDSAT,11:47:07,E,10°,9.5
CLOUDSAT,11:47:07,E,10°,9.5
IRIDIUM 72,11:47:25,N,10°,7.5
FLOCK 3P-11,11:47:45,NW,10°,6.2
FORMOSAT-3 FM5,11:48:02,N,10°,6.8
FORMOSAT-3 FM5,11:48:02,N,10°,6.8
FORMOSAT-3 FM5,11:48:02,N,10°,6.8
FLOCK 3P-4,11:48:32,NW,10°,6.2
POLYITAN-1,11:48:51,S,10°,11.7
FLOCK 1C-9,11:48:54,S,10°,12.4
FLOCK 2K-21,11:49:06,WSW,10°,7.6
FLOCK 2K-02,11:49:51,WSW,10°,7.6
SL-23 R/B,11:49:56,W,10°,5.9
H-2A R/B,11:50:05,NNW,10°,4.1
H-2A R/B,11:50:05,NNW,10°,4.1
IRIDIUM 42,11:50:12,SSW,10°,11.1
COSMOS 2361,11:50:17,SE,15°,10.9
POPACS 1,11:50:18,N,11°,7.4
FLOCK 3P-2,11:50:33,NW,10°,6.2
FLOCK 3P-14,11:50:35,NW,10°,6.2
STPSAT-3,11:50:46,SSW,10°,10.5
STPSAT-3,11:50:46,SSW,10°,10.5
FLOCK 2K-23,11:51:25,WSW,10°,7.5
AEROCUBE 8D,11:51:28,NNE,10°,6.4
FLOCK 3P-16,11:51:59,NW,10°,6.3
IRIDIUM 38,11:52:34,SW,10°,10.4
SL-23 DEB,11:52:44,WSW,10°,7.2
FLOCK 2P-7,11:52:57,NW,10°,6.3
APRIZESAT 4,11:53:01,ENE,10°,7.1
APRIZESAT 4,11:53:01,ENE,10°,7.1
ERS-1,11:53:27,E,10°,8
ERS-1,11:53:27,E,10°,8
SL-16 R/B,11:53:36,SSW,10°,7.8
SL-16 R/B,11:53:36,SSW,10°,7.8
FLOCK 2K-46,11:54:22,W,10°,7.3
FLOCK 3P-37,11:54:44,NW,10°,6.3
FLOCK 3P-28,11:54:45,NW,10°,6.4
COSMOS 1844,11:55:02,NNW,10°,5.6
COSMOS 1844,11:55:02,NNW,10°,5.6
FLOCK 1C-6,11:56:21,S,10°,12
IRIDIUM 75,11:56:32,N,10°,8
INTEGRAL,11:57:00,WSW,85°,14.5
GOES 14,11:57:00,SSE,33°,19
GOES 13,11:57:00,ESE,12°,15.3
GOES 15,11:57:00,SSW,34°,18.1
GOES 16,11:57:00,SE,19°,16
AISAT,11:57:39,NE,10°,7
AISAT,11:57:39,NE,10°,7
NANOSATC-BR1,11:58:25,SSW,10°,11.5
FORMOSAT-3 FM2,11:58:50,NNW,10°,10.1
FORMOSAT-3 FM2,11:58:50,NNW,10°,10.1
FORMOSAT-3 FM2,11:58:50,NNW,10°,10.1
IRIDIUM 73,11:59:05,NW,10°,7
H-2A R/B,11:59:08,NNE,10°,4.2
H-2A R/B,11:59:08,NNE,10°,4.2
NOAA 20,11:59:54,SE,10°,10
NOAA 20,11:59:54,SE,10°,10
POPACS 2,12:00:22,N,10°,7.4
FLOCK 1C-7,12:00:25,SSW,10°,11.8
SL-14 R/B,12:02:17,SSW,10°,10.7
SL-14 R/B,12:02:17,SSW,10°,10.7
BEESAT-2,12:02:43,NW,10°,6.4
COSMOS 2500 [GLONASS-M],12:03:34,N,10°,11.8
SL-8 R/B,12:05:17,SSE,10°,11.1
SL-8 R/B,12:05:17,SSE,10°,11.1
IRIDIUM 70,12:05:42,N,10°,7.5
SL-16 R/B,12:05:46,SE,10°,7.7
SL-16 R/B,12:05:46,SE,10°,7.7
IRIDIUM 24,12:05:49,NNE,12°,7.4
AEROCUBE 8C,12:06:51,N,10°,6.4
PERSEUS-M1,12:08:12,SW,10°,9.6
ERBS,12:08:28,WSW,10°,6.4
ERBS,12:08:28,WSW,10°,6.4
CANX-4,12:08:33,NE,13°,6.6
CANX-4,12:08:33,NE,13°,6.6
SUPERVIEW-1 04,12:09:28,NNW,10°,6.2
CANX-5,12:10:43,NE,13°,6.5
CANX-5,12:10:43,NE,13°,6.5
GENESIS 1,12:11:45,SW,10°,8.6
GENESIS 1,12:11:45,SW,10°,8.6
GENESIS 1,12:11:45,SW,10°,8.6
FLOCK 1C-5,12:11:48,SSW,10°,11
TIANTUO 2,12:11:57,N,10°,6
TIANTUO 2,12:11:57,N,10°,6
COSMOS 1812,12:12:47,WSW,10°,7.1
COSMOS 1812,12:12:47,WSW,10°,7.1
SL-3 R/B,12:13:32,NNW,10°,5.1
SL-3 R/B,12:13:32,NNW,10°,5.1
SAUDISAT 1C (SO-50),12:13:35,NW,10°,6.7
SAUDISAT 1C (SO-50),12:13:35,NW,10°,6.7
IRIDIUM 63,12:13:37,N,10°,7.5
IRIDIUM 62,12:14:52,N,10°,7.8
PROBA-V,12:15:35,N,10°,8.3
PROBA-V,12:15:35,N,10°,8.3
FENGYUN 3C,12:15:39,NNW,10°,6.4
FENGYUN 3C,12:15:39,NNW,10°,6.4
FLOCK 1C-2,12:16:04,SSW,10°,10.6
SL-8 R/B,12:16:48,SSE,10°,12.1
SL-8 R/B,12:16:48,SSE,10°,12.1
SL-8 R/B,12:17:11,N,10°,6
SL-8 R/B,12:17:11,N,10°,6
CZ-2D DEB,12:17:28,NNW,10°,6.2
CZ-2D DEB,12:18:19,NNW,10°,6.2
SL-16 R/B,12:18:57,SW,10°,7.2
SL-16 R/B,12:18:57,SW,10°,7.2
DELTA 1 R/B,12:19:33,SSW,10°,10
DELTA 1 R/B,12:19:33,SSW,10°,10
OKEAN-3,12:20:02,WSW,10°,8
OKEAN-3,12:20:02,WSW,10°,8
CUSAT 1,12:20:25,NNW,14°,7.4
CUSAT 1,12:20:25,NNW,14°,7.4
QB50P2,12:20:27,SW,10°,9.7
IRIDIUM 44,12:21:16,W,10°,7.9
SL-16 R/B,12:21:32,SSW,10°,9.4
SL-16 R/B,12:21:32,SSW,10°,9.4
SAUDISAT 2,12:21:37,E,10°,8
SAUDISAT 2,12:21:37,E,10°,8
FLOCK 1C-3,12:22:14,SSW,10°,10.4
IRIDIUM 23,12:22:41,NE,10°,7.9
GSAT0103 (GALILEO-FM3),12:23:21,WNW,32°,12.8
SL-16 R/B,12:23:43,NW,10°,4.4
SL-16 R/B,12:23:43,NW,10°,4.4
IRIDIUM 14,12:24:04,N,10°,8
PERSEUS-M2,12:24:40,SW,10°,9
SL-16 R/B,12:25:22,W,10°,5.5
SL-16 R/B,12:25:22,W,10°,5.5
SL-14 R/B,12:26:47,NE,10°,5.4
SL-14 R/B,12:26:47,NE,10°,5.4
IRIDIUM 80,12:26:58,WSW,10°,10.5
PROMETHEUS 2-1,12:27:00,N,10°,6.3
POPSAT-HIP-1,12:27:05,SW,10°,9.7
CZ-2D DEB,12:28:51,NNW,10°,6.3
FENGYUN 3B,12:30:08,ENE,10°,7.3
FENGYUN 3B,12:30:08,ENE,10°,7.3
PROMETHEUS 2-3,12:30:27,N,10°,6.3
IRIDIUM 46,12:30:39,NE,10°,7.7
OAO 3 (COPERNICUS),12:31:23,SW,10°,9.6
OAO 3 (COPERNICUS),12:31:23,SW,10°,9.6
CELTEE 1,12:32:50,N,10°,6.3
DANDE,12:32:51,N,10°,7.2
DANDE,12:32:51,N,10°,7.2
IRIDIUM 64,12:33:17,NNW,10°,7.5
OBJECT C,12:34:35,NNW,10°,6.2
CZ-2C R/B,12:34:40,N,11°,5.2
CZ-2C R/B,12:34:40,N,11°,5.2
OBJECT B,12:34:55,NNW,10°,6.3
OBJECT D,12:36:10,NNW,10°,5.8
IRIDIUM 98,12:36:38,WSW,10°,9.7
SL-3 R/B,12:37:17,W,10°,5.7
SL-3 R/B,12:37:17,W,10°,5.7
FLOCK 1C-11,12:37:39,SW,10°,10
SL-23 DEB,12:37:51,WNW,10°,6
IRIDIUM 39,12:37:56,W,10°,9.3
OBJECT A,12:38:07,NW,10°,6.5
POPACS 3,12:38:29,N,10°,7.1
SL-14 R/B,12:38:31,NNE,10°,5.7
SL-14 R/B,12:38:31,NNE,10°,5.7
CUBEBUG-1 (CAPITAN BETO),12:38:52,N,10°,6.4
ORBVIEW 2 (SEASTAR),12:39:13,NNE,10°,6.9
ORBVIEW 2 (SEASTAR),12:39:13,NNE,10°,6.9
RAVAN,12:39:15,N,10°,6.3
IRIDIUM 47,12:39:21,NNE,10°,7.1
IRIDIUM 18,12:39:42,WSW,10°,9.6
DUCHIFAT-1,12:39:42,SW,10°,9.7
OBJECT F,12:39:44,NNW,10°,5.9
OBJECT A,12:39:53,NNW,10°,5.9
SL-16 R/B,12:40:05,SE,10°,7.2
SL-16 R/B,12:40:05,SE,10°,7.2
FLOCK 1C-10,12:40:06,SW,10°,9.3
BRITE-PL 2,12:40:45,N,10°,6.4
BRITE-PL 2,12:40:45,N,10°,6.4
COSMOS 2429,12:40:53,SSW,10°,12.7
COSMOS 1743,12:41:57,NNW,10°,5.1
COSMOS 1743,12:41:57,NNW,10°,5.1
COSMOS 2389,12:42:12,W,10°,8.1
IRIDIUM 65,12:42:33,NNW,10°,7.6
OBJECT B,12:42:35,NW,10°,6.5
SL-3 R/B,12:43:08,E,10°,6.2
SL-3 R/B,12:43:08,E,10°,6.2
NAVSTAR 62 (USA 201),12:43:11,SW,10°,15
COSMOS 1975,12:43:14,NW,10°,5.3
COSMOS 1975,12:43:14,NW,10°,5.3
CXO,12:43:54,SW,52°,15.7
OBJECT E,12:43:57,NNW,10°,6.3
OBJECT C,12:44:44,NW,10°,6.6
OBJECT D,12:44:44,NW,10°,6.6
CZ-2D R/B,12:45:00,NW,10°,6.6
OBJECT E,12:46:28,NW,10°,6.7
IRIDIUM 41,12:46:29,WSW,10°,9.4
ALOS-2,12:47:09,N,10°,6.4
ALOS-2,12:47:09,N,10°,6.4
SL-23 DEB,12:47:54,WNW,10°,6
IRIDIUM 20,12:48:08,NNE,10°,7.6
AJISAI (EGS),12:48:44,WNW,10°,7.4
AJISAI (EGS),12:48:44,WNW,10°,7.4
AJISAI (EGS),12:48:44,WNW,10°,7.4
ESTCUBE 1,12:49:19,N,10°,6.5
SUOMI NPP,12:49:21,SSE,10°,10.4
SUOMI NPP,12:49:21,SSE,10°,10.4
IRIDIUM 15,12:49:35,W,10°,9.8
OAO 2,12:50:18,SW,10°,10.3
OAO 2,12:50:18,SW,10°,10.3
ARIANE 5 R/B,12:51:05,N,10°,5
ARIANE 5 R/B,12:51:05,N,10°,5
QB50P1,12:51:14,WSW,10°,8.3
IRIDIUM 66,12:51:49,NNW,10°,8.1
ISIS 1,12:52:25,N,12°,11.6
INTERCOSMOS 25,12:54:11,WSW,10°,9
AIST-2,12:54:19,S,10°,13.2
SL-16 R/B,12:54:23,S,10°,9.5
SL-16 R/B,12:54:23,S,10°,9.5
SL-14 R/B,12:54:36,ESE,10°,9.9
SL-14 R/B,12:54:36,ESE,10°,9.9
SL-14 R/B,12:54:45,NNW,10°,5.8
SL-14 R/B,12:54:45,NNW,10°,5.8
RESURS P2,12:55:02,N,10°,6
RESURS P2,12:55:02,N,10°,6
AGGIESAT 4,12:56:19,S,10°,12
IRIDIUM 49,12:57:14,NNE,11°,8
CZ-2D DEB,12:57:20,ENE,10°,6.5
NEE-01 PEGASUS,12:58:26,N,10°,6.4
TABLETSAT-AURORA,12:58:59,SSW,10°,11.5
TABLETSAT-AURORA,12:58:59,SSW,10°,11.5
COSMOS 2428,12:59:11,SSW,10°,11.5
COSMOS 2428,12:59:11,SSW,10°,11.5
CZ-2D DEB,12:59:22,ENE,10°,6.4
IRIDIUM 81,12:59:49,W,10°,8.9
CUSAT 2 & FALCON 9 R/B,12:59:59,NW,10°,7.7
CUSAT 2 & FALCON 9 R/B,12:59:59,NW,10°,7.7
IRIDIUM 3,13:00:02,NNE,11°,7.3
GSAT0215 (GALILEO 19),13:00:35,SSW,40°,18.3
IRIDIUM 67,13:01:06,NNW,10°,7.6
OPTICUBE 04,13:01:20,NNW,10°,6.4
FLOCK 1C-8,13:01:30,WSW,10°,9.1
IRIDIUM 921,13:01:49,S,10°,12
IRIDIUM 71,13:02:23,N,10°,7.5
SL-8 R/B,13:02:30,NNW,10°,6.3
SL-8 R/B,13:02:30,NNW,10°,6.3
FLOCK 3M-2,13:02:53,NE,10°,6.2
FENGYUN 3D,13:03:02,SSE,10°,11.3
FENGYUN 3D,13:03:02,SSE,10°,11.3
SL-16 R/B,13:03:19,NNW,10°,4.3
SL-16 R/B,13:03:19,NNW,10°,4.3
SL-8 R/B,13:03:29,SW,10°,8.2
SL-8 R/B,13:03:29,SW,10°,8.2
IRIDIUM 11,13:06:22,NNE,12°,7.4
COSMOS 2084,13:08:27,NNW,10°,5.4
COSMOS 2084,13:08:27,NNW,10°,5.4
NOAA 19,13:08:34,ENE,10°,7.6
NOAA 19,13:08:34,ENE,10°,7.6
IRIDIUM 69,13:08:54,N,10°,7.5
OCO 2,13:10:01,SSE,10°,11.4
OCO 2,13:10:01,SSE,10°,11.4
IRIDIUM 68,13:10:35,NNW,10°,8.2
SL-23 DEB,13:10:39,WNW,10°,6.8
TIANGONG 1,13:11:13,SW,10°,8
TIANGONG 1,13:11:13,SW,10°,8
SL-16 R/B,13:11:15,ESE,10°,5.7
SL-16 R/B,13:11:15,ESE,10°,5.7
PROBA-1,13:11:26,E,10°,7.3
PROBA-1,13:11:26,E,10°,7.3
LARES,13:11:34,W,10°,9
LARES,13:11:34,W,10°,9
CASSIOPE,13:11:35,NNW,14°,7.4
CASSIOPE,13:11:35,NNW,14°,7.4
SERT 2,13:12:18,N,10°,7.5
SERT 2,13:12:18,N,10°,7.5
GCOM-W1 (SHIZUKU),13:12:42,S,10°,11.4
GCOM-W1 (SHIZUKU),13:12:42,S,10°,11.4
DUMMY MASS 1,13:13:07,WSW,10°,9.9
BUGSAT-1 (TITA),13:14:40,SSW,10°,12.5
BUGSAT-1 (TITA),13:14:40,SSW,10°,12.5
H-2A R/B,13:16:45,SSW,10°,11.7
H-2A R/B,13:16:45,SSW,10°,11.7
INTEGRAL,13:17:00,W,73°,14.5
GOES 13,13:17:00,ESE,12°,14.5
GOES 14,13:17:00,SSE,33°,16.8
GOES 16,13:17:00,SE,19°,14.9
GOES 15,13:17:00,SSW,34°,20.4
AQUA,13:17:07,S,10°,11.1
AQUA,13:17:07,S,10°,11.1
STELLA,13:17:29,ESE,10°,8.4
STELLA,13:17:29,ESE,10°,8.4
CALIPSO,13:18:34,SSE,10°,12.2
CALIPSO,13:18:34,SSE,10°,12.2
IRIDIUM 21,13:19:49,NNW,10°,7.8
SL-8 R/B,13:21:52,ESE,10°,7
SL-8 R/B,13:21:52,ESE,10°,7
DUMMY MASS 2,13:22:05,WSW,10°,9.7
CLOUDSAT,13:22:24,S,10°,12.5
CLOUDSAT,13:22:24,S,10°,12.5
LKW-3,13:23:08,NE,10°,6.1
SL-23 R/B,13:23:14,WNW,10°,5.7
IRIDIUM 22,13:23:50,NNE,12°,7.4
SL-16 R/B,13:24:08,SSE,14°,8.5
SL-16 R/B,13:24:08,SSE,14°,8.5
FLOCK 3M-4,13:24:12,NNE,10°,6.2
COSMOS 1544,13:24:22,N,10°,5.3
COSMOS 1544,13:24:22,N,10°,5.3
APRIZESAT 4,13:24:45,SSE,10°,10.1
APRIZESAT 4,13:24:45,SSE,10°,10.1
EYESAT-1 (AO-27),13:26:05,E,10°,9.9
SL-8 R/B,13:27:13,NNW,10°,5.7
SL-8 R/B,13:27:13,NNW,10°,5.7
UKUBE-1,13:27:14,NE,10°,6.6
STPSAT-3,13:27:54,SW,10°,9.6
STPSAT-3,13:27:54,SW,10°,9.6
SL-23 DEB,13:28:16,WNW,10°,6.8
MIDORI II (ADEOS-II),13:28:26,ESE,10°,5.7
MIDORI II (ADEOS-II),13:28:26,ESE,10°,5.7
IRIDIUM 72,13:29:17,NW,10°,7.9
AEROCUBE 8D,13:29:22,NW,10°,6.9
ERS-1,13:29:48,SSE,10°,10.7
ERS-1,13:29:48,SSE,10°,10.7
FORMOSAT-3 FM5,13:29:58,NNW,10°,7
FORMOSAT-3 FM5,13:29:58,NNW,10°,7
FORMOSAT-3 FM5,13:29:58,NNW,10°,7
COSMOS 2228,13:31:18,N,13°,4.9
COSMOS 2228,13:31:18,N,13°,4.9
AISAT,13:32:43,N,10°,6.5
AISAT,13:32:43,N,10°,6.5
POPACS 1,13:32:44,NNW,10°,7.8
IRIDIUM 94,13:32:59,N,10°,7.5
COSMOS 2407,13:33:55,NNE,10°,8.3
FLOCK 3M-3,13:33:58,NNE,12°,6
COSMOS 2361,13:34:05,SSW,10°,12.9
H-2A R/B,13:36:00,NNW,10°,4.3
H-2A R/B,13:36:00,NNW,10°,4.3
WNISAT-1,13:38:00,ENE,10°,6.9
SL-16 R/B,13:38:09,NNE,10°,4.1
SL-16 R/B,13:38:09,NNE,10°,4.1
COSMOS 2457 [GLONASS-M],13:38:20,NW,10°,12.3
IRIDIUM 75,13:38:47,NW,10°,8.5
COSMOS 2464 [GLONASS-M],13:39:03,SW,10°,17
COSMOS 1844,13:39:06,NW,10°,6.1
COSMOS 1844,13:39:06,NW,10°,6.1
IRIDIUM 26,13:39:53,N,10°,7.5
NOAA 20,13:40:02,SSW,10°,14.1
NOAA 20,13:40:02,SSW,10°,14.1
SL-16 R/B,13:40:17,W,10°,5.8
SL-16 R/B,13:40:17,W,10°,5.8
IRIDIUM 76,13:42:07,N,10°,7.5
CZ-4B R/B,13:43:03,E,10°,5.7
CZ-4B R/B,13:43:03,E,10°,5.7
POPACS 2,13:43:15,NNW,14°,7.4
FORMOSAT-3 FM2,13:43:57,WNW,10°,11.2
FORMOSAT-3 FM2,13:43:57,WNW,10°,11.2
FORMOSAT-3 FM2,13:43:57,WNW,10°,11.2
EAGLE 2,13:44:17,NE,10°,5.8
CANX-4,13:44:19,N,10°,6.5
CANX-4,13:44:19,N,10°,6.5
IRIDIUM 24,13:46:02,NNW,10°,7.8
SL-8 R/B,13:46:18,SW,10°,11.2
SL-8 R/B,13:46:18,SW,10°,11.2
FLOCK 3M-1,13:46:22,NNE,10°,6.1
ERBS,13:46:26,WNW,10°,5.6
ERBS,13:46:26,WNW,10°,5.6
CANX-5,13:46:32,N,10°,6.5
CANX-5,13:46:32,N,10°,6.5
SL-16 R/B,13:46:47,SSW,10°,11.1
SL-16 R/B,13:46:47,SSW,10°,11.1
COSMOS 2378,13:47:45,S,10°,11.4
IRIDIUM 70,13:48:25,NW,10°,8.2
NAVSTAR 69 (USA 248),13:49:06,WSW,10°,15.2
IRIDIUM 25,13:51:11,N,10°,7.5
TDS 1,13:51:16,NNE,10°,6.4
TDS 1,13:51:16,NNE,10°,6.4
GENESIS 1,13:51:23,WNW,10°,6.7
GENESIS 1,13:51:23,WNW,10°,6.7
GENESIS 1,13:51:23,WNW,10°,6.7
CZ-2D DEB,13:52:57,NNE,10°,6.1
CZ-2C R/B,13:53:22,SSE,10°,8
CZ-2C R/B,13:53:22,SSE,10°,8
BRITE-PL,13:53:48,SE,10°,9.1
BRITE-PL,13:53:48,SE,10°,9.1
SAUDISAT 1C (SO-50),13:55:14,WNW,10°,7.9
SAUDISAT 1C (SO-50),13:55:14,WNW,10°,7.9
IRIDIUM 63,13:56:59,NW,10°,8.4
TISAT 1,13:57:02,NE,10°,10.9
SAUDISAT 2,13:57:16,S,10°,10.7
SAUDISAT 2,13:57:16,S,10°,10.7
GSAT0217 (GALILEO 21),13:57:46,SW,10°,18.3
CZ-2D DEB,13:58:15,NNE,10°,6.1
IRIDIUM 62,13:58:42,WNW,10°,8.8
SL-8 R/B,13:58:52,NNW,10°,6.4
SL-8 R/B,13:58:52,NNW,10°,6.4
IRIDIUM 23,14:00:19,N,10°,7.6
SL-16 R/B,14:02:22,E,10°,4.4
SL-16 R/B,14:02:22,E,10°,4.4
SL-14 R/B,14:02:48,N,10°,5.4
SL-14 R/B,14:02:48,N,10°,5.4
SL-8 R/B,14:03:02,SW,10°,11.3
SL-8 R/B,14:03:02,SW,10°,11.3
NAVSTAR 68 (USA 242),14:03:20,ESE,10°,12.9
CUSAT 1,14:03:26,NW,10°,8.1
CUSAT 1,14:03:26,NW,10°,8.1
STARLETTE,14:03:36,SSE,10°,12.8
STARLETTE,14:03:36,SSE,10°,12.8
GSAT0213 (GALILEO 17),14:03:56,NW,10°,12.9
FENGYUN 3B,14:06:36,SSE,10°,9
FENGYUN 3B,14:06:36,SSE,10°,9
SL-16 R/B,14:07:04,WNW,10°,5.4
SL-16 R/B,14:07:04,WNW,10°,5.4
SL-16 R/B,14:07:16,W,10°,6.7
SL-16 R/B,14:07:16,W,10°,6.7
COSMOS 1953,14:07:22,NNE,10°,4.5
COSMOS 1953,14:07:22,NNE,10°,4.5
COSMOS 2454,14:08:37,NNE,13°,8.1
IRIDIUM 46,14:09:19,N,10°,7.6
GSAT0210 (GALILEO 13),14:10:02,SW,10°,18.5
SL-3 R/B,14:10:41,NNE,10°,4.5
SL-3 R/B,14:10:41,NNE,10°,4.5
FLOCK 2E-2,14:10:55,S,10°,8.2
SL-23 DEB,14:11:13,WNW,10°,6.2
COSMOS 2460 [GLONASS-M],14:14:46,NNE,10°,11.8
SL-14 R/B,14:15:40,NNW,10°,6
SL-14 R/B,14:15:40,NNW,10°,6
SL-3 R/B,14:15:43,SSW,10°,11.6
SL-3 R/B,14:15:43,SSW,10°,11.6
DANDE,14:15:54,NNW,13°,7.5
DANDE,14:15:54,NNW,13°,7.5
OAO 3 (COPERNICUS),14:15:55,SW,10°,12.1
OAO 3 (COPERNICUS),14:15:55,SW,10°,12.1
COSMOS 2242,14:16:34,NE,10°,5.1
COSMOS 2242,14:16:34,NE,10°,5.1
GENESIS 2,14:16:50,SSW,10°,13.7
GENESIS 2,14:16:50,SSW,10°,13.7
GENESIS 2,14:16:50,SSW,10°,13.7
SOMP,14:17:43,N,10°,6.2
COSMOS 1867,14:18:08,S,10°,10.3
COSMOS 1867,14:18:08,S,10°,10.3
ORBVIEW 2 (SEASTAR),14:18:30,N,10°,6.9
ORBVIEW 2 (SEASTAR),14:18:30,N,10°,6.9
IRIDIUM 47,14:18:37,N,10°,7.1
FLOCK 2E'-12,14:20:17,SSW,10°,12.5
COSMOS 2463,14:20:31,S,10°,10.8
SL-16 R/B,14:20:45,SSW,10°,12.3
SL-16 R/B,14:20:45,SSW,10°,12.3
FLOCK 2E-7,14:20:56,S,10°,9.6
POPACS 3,14:21:08,NNW,12°,7.3
SL-23 DEB,14:21:14,WNW,10°,6.2
FLOCK 2E'-11,14:21:24,S,10°,9.3
SL-3 R/B,14:23:44,SSE,10°,8.9
SL-3 R/B,14:23:44,SSE,10°,8.9
STSAT-2C,14:24:50,N,10°,7.5
STSAT-2C,14:24:50,N,10°,7.5
ATLAS CENTAUR R/B,14:25:17,SSW,10°,13.5
ATLAS CENTAUR R/B,14:25:17,SSW,10°,13.5
SL-8 R/B,14:25:18,NNE,10°,5.9
SL-8 R/B,14:25:18,NNE,10°,5.9
FLOCK 2E-12,14:25:20,S,10°,10.6
ALOS-2,14:26:08,NW,10°,7.2
ALOS-2,14:26:08,NW,10°,7.2
IRIDIUM 20,14:27:48,N,10°,7.7
CZ-2D DEB,14:28:48,N,10°,6.1
AGGIESAT 4,14:29:02,WSW,10°,8.6
M-CUBED & EXP-1 PRIME,14:30:02,E,10°,6.5
COSMOS 2429,14:31:14,W,10°,9
IRIDIUM 58,14:31:19,NE,10°,7.5
CZ-2D DEB,14:31:40,N,10°,6.2
BIRD 2,14:31:58,SSE,10°,8.9
BIRD 2,14:31:58,SSE,10°,8.9
AIST-2,14:32:48,WSW,10°,9.9
SUOMI NPP,14:32:55,WSW,10°,10.1
SUOMI NPP,14:32:55,WSW,10°,10.1
TET-1,14:34:09,SE,10°,7.7
TET-1,14:34:09,SE,10°,7.7
IRIDIUM 3,14:34:33,NNW,10°,7.5
OAO 2,14:35:52,SW,10°,13.2
OAO 2,14:35:52,SW,10°,13.2
FLOCK 3M-2,14:36:52,N,10°,6.4
IRIDIUM 49,14:37:00,NNW,10°,8.2
GOES 15,14:37:00,SSW,34°,18.2
GOES 16,14:37:00,SE,19°,14.2
GOES 13,14:37:00,ESE,12°,13.9
GOES 14,14:37:00,SSE,33°,15.4
NAVSTAR 74 (USA 262),14:37:43,SE,10°,13.3
NAVSTAR 64 (USA 206),14:37:43,NW,10°,12.5
SL-16 R/B,14:38:12,SW,10°,9.7
SL-16 R/B,14:38:12,SW,10°,9.7
FLOCK 2E'-8,14:38:40,SSW,10°,12
FLOCK 2E-1,14:39:25,S,10°,8.7
IRIDIUM 921,14:39:51,W,10°,10
BEESAT,14:40:32,NE,11°,10.1
IRIDIUM 59,14:43:08,NE,10°,7
COSMOS 2461 [GLONASS-M],14:43:10,ENE,10°,11.9
FLOCK 2E'-9,14:44:13,SW,10°,13.3
